120 100 15000.0
4 11 90 2127386.0
21 57 112 1600587.3
7 15 88 2008465.0
16 16 45 648329.0
35 53 68 467909.5
15 13 43 865241.2
20 25 119 2279982.1
48 12 114 2605207.8
69 91 113 631598.7
98 45 120 2173961.7
34 19 39 539985.9
37 87 89 125516.4
73 11 117 2631198.4
71 35 93 1510995.5
100 16 39 700013.5
46 14 83 1729440.6
21 2 10 270422.7
34 48 104 1471189.8
49 86 102 585875.8
61 18 61 1070387.6
77 53 61 236651.0
66 80 110 890985.2
44 14 44 703447.8
58 11 114 2339620.2
50 10 28 533904.0
75 95 112 583633.4
2 12 120 2647862.0
65 16 92 1783098.1
68 7 104 2553644.9
53 18 94 2025252.3
58 28 79 1194005.6
65 9 19 282625.7
70 61 104 1123306.0
29 2 78 1864795.4
4 9 9 19434.0
71 21 76 1428672.6
52 74 97 493422.2
59 30 88 1590406.9
7 17 89 1965282.8
88 1 117 2832253.1
18 91 104 530280.0
49 51 103 1401688.7
57 7 118 2836320.0
42 31 76 1200192.6
2 20 107 2178432.3
79 91 108 492328.1
16 45 105 1396984.2
1 60 60 96759.6
93 7 52 1310148.3
86 66 75 368728.3
25 73 78 239603.1
6 24 46 615006.3
63 97 115 616781.5
41 69 119 1426703.2
79 76 97 647578.1
29 51 66 411473.6
29 40 117 1771195.6
64 4 70 1548281.6
94 37 59 651799.4
40 36 103 1706136.9
58 53 116 1359302.4
35 7 107 2666425.9
19 72 88 452821.3
10 59 110 1444725.4
66 79 114 1011377.8
67 29 87 1628778.3
21 43 60 518278.9
19 20 81 1534024.8
58 40 48 287478.3
22 39 45 277943.9
90 98 99 82502.4
57 74 105 786508.8
61 12 34 587423.8
22 28 107 2196659.4
58 50 104 1134605.9
43 1 25 795040.7
53 87 108 567558.6
42 2 104 2567779.1
58 16 114 2188039.5
73 38 87 1309949.2
30 28 59 839895.3
88 13 97 2021088.0
5 90 115 734793.2
92 102 103 117763.7
66 24 54 895630.8
19 40 47 285507.5
21 55 59 235842.7
11 15 59 1218454.9
86 75 114 921039.7
57 22 86 1684750.3
56 39 59 607379.8
12 57 103 1217049.2
78 53 107 1534777.7
70 17 38 539108.7
2 61 109 1256515.3
22 8 117 2822886.2
95 27 110 2028066.3
85 29 33 167005.8
39 63 92 915021.5
94 55 66 496317.2
23 6 74 1580381.0
89 19 70 1235214.5
1 9 104 2363672.4
41 101 116 486921.4
80 3 78 1946185.7
76 13 76 1525261.2
5 62 92 881864.1
65 17 71 1306536.4
37 29 84 1484631.9
31 2 55 1315220.8
70 28 111 2153690.6
3 29 50 650911.6
44 92 105 453563.3
78 49 119 1840873.4
5 102 106 201119.3
1 94 96 129427.4
29 39 81 1070855.2
98 10 51 1205571.0
22 34 107 2065580.9
51 4 115 2557536.1
83 96 118 670103.9
54 83 109 617802.1
94 13 51 1046451.3
77 73 114 1030631.6
54 92 106 362420.3
33 64 114 1240864.8
69 3 85 2088935.6
64 10 105 2193827.4
72 68 95 768997.5
18 22 40 582086.8
24 45 83 1241518.7
3 52 100 1334702.3
23 2 51 1225594.0
30 6 55 1240569.7
22 41 43 179263.8
17 45 72 838627.9
79 3 21 629859.4
63 3 55 1521592.2
86 62 96 932610.3
53 30 114 2140755.2
81 33 95 1425003.2
66 26 63 1115657.4
88 15 26 358911.9
71 94 118 717609.0
1 82 83 69230.0
29 24 39 517412.1
13 75 120 1188199.7
92 7 101 2254132.3
77 92 104 342397.4
16 72 101 714525.8
71 45 97 1351488.3
30 19 47 832173.1
7 10 22 404538.4
11 63 76 423150.4
80 34 116 2300331.0
77 15 38 747806.6
71 40 45 227849.5
74 10 96 2200117.7
42 30 71 1147847.4
79 3 86 2303056.6
68 13 80 1841300.1
80 37 40 140355.2
55 3 43 953323.4
5 55 83 854400.5
89 65 92 790405.3
61 47 98 1386948.5
4 25 114 2384580.6
32 56 110 1484296.4
25 85 102 567944.9
17 31 32 118827.6
40 61 99 1084059.1
50 27 36 261465.6
40 63 80 498349.3
42 14 39 785869.6
68 8 93 2175919.0
67 13 97 2169507.5
63 72 101 837587.9
22 30 72 1237578.5
60 24 49 740150.0
60 81 104 682245.9
59 19 46 768973.6
21 1 107 2641239.5
3 45 84 1005546.0
52 38 120 1866395.9
1 54 85 850777.7
47 72 82 398116.2
32 56 58 155204.7
55 61 104 1362917.7
60 29 33 156870.6
83 17 73 1369018.0
62 60 72 323364.0
90 72 91 599078.1
34 38 72 997066.5
65 41 64 610236.3
29 64 64 28526.4
78 61 69 261263.1
94 88 105 566845.1
36 37 59 620078.2
34 17 78 1608742.9
68 25 74 1359167.5
89 90 105 391145.3
55 35 109 2126783.7
63 10 76 1747355.8
77 27 94 1675266.4
92 22 109 2166101.9
64 12 46 875407.7
97 19 112 2347287.4
21 38 54 432933.3
8 77 112 1111193.8
82 9 13 247665.4
45 101 115 400791.1
68 8 15 265604.7
73 2 27 692287.8
24 62 97 1021739.0
35 25 32 301777.3
45 27 61 888842.6
6 6 61 1464642.9
17 19 114 2274522.1
23 50 64 411080.9
86 8 112 2579431.1
16 22 110 1959180.8
20 34 58 633733.8
39 18 87 1871372.0
66 1 115 3100340.4
89 90 96 233230.3
21 41 70 861284.8
43 95 107 419609.1
82 93 112 517794.1
62 83 107 793682.2
65 93 117 765979.6
72 21 117 2549000.0
11 28 38 366962.9
77 25 28 184762.3
5 15 81 1710182.0
35 112 120 342516.3
36 6 15 321601.5
55 12 92 2118186.4
64 43 97 1359419.0
78 50 115 1713989.5
84 13 63 1481512.2
25 99 112 403160.7
85 4 22 476091.1
42 20 75 1510982.6
68 56 90 895562.6
95 8 116 2712296.6
100 9 118 2825194.9
80 38 69 877308.5
40 29 108 1993716.5
50 60 98 1019280.9
14 9 50 1136375.6
96 11 45 972103.8
26 27 106 2144530.9
29 50 63 344960.7
63 19 57 1035960.8
84 43 51 296136.7
72 46 78 947254.9
73 68 106 1038213.5
47 14 15 157733.1
99 59 60 120261.0
43 63 115 1608297.0
74 74 74 53561.3
28 86 95 334594.0
77 93 118 550168.0
16 31 72 926671.2
18 43 44 98398.6
29 14 22 242962.7
23 16 27 429449.4
58 65 91 616257.7
5 6 60 1418363.6
27 13 22 260710.5
15 20 72 1374522.4
97 38 108 1779288.0
81 2 99 2142401.4
14 50 112 1509400.5
83 52 65 411243.3
92 41 56 560886.2
57 7 77 1901885.3
40 14 60 1150648.6
71 38 58 567667.1
6 11 75 1570917.6
16 20 65 998755.2
42 86 91 228592.4
76 94 99 271388.3
57 22 112 2280746.9
5 32 107 1940219.8
37 16 40 840639.1
43 44 99 1668613.2
47 20 97 2149088.0
70 26 62 998742.6
28 78 99 647999.7
85 105 119 426880.6
64 15 72 1349323.4
22 56 74 575603.6
39 23 84 1717777.4
40 18 36 494107.9
26 32 56 807967.4
13 87 88 74583.3
30 23 24 108437.4
42 75 85 365058.2
44 59 80 734846.8
57 30 32 124281.2
15 70 97 729737.0
50 49 103 1382769.2
6 5 111 2719279.5
14 18 96 1960290.4
93 70 75 278862.1
30 13 51 990386.2
100 12 90 2123154.2
52 64 71 246508.5
1 78 104 784387.7
92 74 79 179249.9
40 72 78 242293.2
42 24 43 618058.8
16 87 102 526768.7
18 21 37 548849.1
76 13 113 2287480.1
91 46 109 1853866.2
95 41 54 434842.3
56 16 60 1196545.2
100 29 57 815786.2
28 76 114 951945.2
56 44 111 1633776.2
34 17 114 2521859.0
74 85 95 343249.7
78 75 110 943207.8
6 17 25 267177.2
10 49 79 891977.6
27 60 77 556497.7
11 20 56 1004400.7
47 10 94 2223333.4
82 39 72 969113.7
8 10 13 135144.3
43 112 113 110657.5
28 9 52 1235913.2
18 12 42 891131.4
48 13 68 1459204.2
41 52 96 1198672.7
80 37 45 256836.7
62 25 50 769698.4
47 94 102 351168.6
17 25 107 2001952.7
4 40 106 1838789.1
42 44 81 1033772.7
59 34 111 2040591.4
75 68 103 917255.8
90 23 100 2055841.0
66 46 115 1915149.9
92 11 110 2458077.2
50 68 109 1181387.6
62 20 58 1118532.5
93 30 91 1707717.9
42 41 95 1389270.7
68 69 89 568610.8
86 11 105 2387249.6
84 22 117 2505685.1
14 67 70 166736.9
97 9 44 998663.5
49 32 99 1707546.3
46 26 95 1735998.9
3 109 120 516222.7
18 26 58 799086.8
46 54 116 1528256.3
23 67 68 98820.6
39 27 39 446452.8
92 7 98 2192677.6
97 8 55 1250284.6
96 69 100 759904.9
13 92 103 333044.8
62 35 66 867329.4
79 10 117 2863984.8
27 43 77 1036826.7
94 30 114 2186973.6
11 21 101 2036333.1
23 23 115 2169838.4
15 50 92 1138633.5
79 7 13 271973.9
93 28 48 641127.9
54 48 63 518806.0
86 29 98 1722229.1
9 99 101 215925.0
66 28 98 1964892.5
55 25 72 1380737.9
25 16 95 2023952.6
5 13 102 2259260.8
75 111 119 274951.0
50 31 95 1626920.0
73 31 92 1611074.0
38 67 113 1194306.7
35 80 83 145103.6
22 30 65 1062383.4
4 24 99 2089127.5
52 34 41 205689.3
82 70 91 689528.1
13 22 102 2090904.9
39 37 53 485907.6
3 100 114 601326.5
21 101 109 333523.4
96 39 62 606492.2
20 10 39 839370.2
8 75 96 610824.8
56 20 101 1974693.1
48 3 75 1887938.7
86 8 17 341869.1
34 78 85 303450.7
3 107 113 350304.3
66 38 102 1800414.8
19 68 80 416638.8
91 48 78 953520.6
86 9 118 2707023.6
6 12 17 208720.5
10 67 84 503928.3
34 31 97 1678124.1
60 69 76 251114.3
87 18 102 2229447.4
35 20 68 1261752.8
86 2 116 2832744.1
17 89 101 331637.1
98 26 37 420991.4
64 6 55 1189610.3
11 14 59 1256797.8
96 29 49 574329.6
33 8 45 1100419.4
68 11 96 2207615.7
33 58 64 230676.6
36 65 111 1025703.0
12 39 107 1735303.3
75 115 120 200769.0
94 99 106 305113.4
93 81 88 275788.0
18 38 44 229508.3
48 9 71 1601160.3
29 11 12 85017.5
15 12 83 1830781.3
16 74 107 838454.7
86 46 69 659359.1
24 32 107 2087522.2
38 25 51 800986.5
45 35 67 754644.1
9 74 83 334540.5
77 109 118 214060.0
9 15 31 469038.3
30 43 51 293868.5
65 40 101 1524203.8
46 13 116 2533307.6
89 63 81 572247.4
13 5 29 684695.7
62 11 11 85946.7
83 6 36 841108.3
59 78 93 560910.6
32 25 106 2148059.1
78 41 54 408110.5
6 56 92 1056162.2
72 60 111 1369169.9
45 74 79 209219.0
65 21 104 2010103.6
77 54 57 160670.9
80 64 120 1614956.5
54 22 74 1243901.0
23 62 93 760552.6
42 13 99 2226430.7
24 31 34 154889.8
18 70 107 1143721.6
72 66 100 917891.0
47 7 23 494370.2
10 27 59 949685.8
60 2 65 1702714.4
92 28 110 1984102.4
75 83 102 549968.1
99 89 100 377859.6
58 53 97 926181.5
70 53 56 117192.3
6 15 115 2537827.5
25 13 113 2466461.9
38 68 100 926034.5
80 92 95 160502.1
76 105 108 115290.0
17 45 58 446242.3
85 62 95 940751.6
21 50 50 13434.1
40 66 73 213561.7
60 39 41 127038.2
21 1 1 13570.1
22 47 106 1604986.5
4 55 113 1650380.2
78 67 92 765870.7
74 45 49 235999.5
66 16 66 1454384.9
26 82 85 249900.1
77 4 15 488151.5
64 24 33 261654.0
81 40 46 205545.7
39 43 80 1077713.6
58 14 98 1849324.5
62 58 120 1662871.3
63 44 120 1959200.7
42 48 56 344090.8
15 54 66 381335.0
16 31 114 1860304.8
99 50 61 437287.8
45 93 96 148972.8
73 7 32 699157.5
56 4 31 842777.8
61 69 81 430561.7
2 69 104 929354.2
28 17 23 245628.8
65 17 84 1573343.4
71 51 103 1301287.2
58 79 94 355675.0
70 84 97 499174.1
72 34 76 1201155.0
16 30 112 1846857.6
19 13 56 1106041.5
41 16 57 1101251.1
50 11 100 2223823.3
63 9 84 1938195.3
54 24 64 1019791.8
67 18 84 1819625.1
16 2 65 1438200.0
83 7 104 2413154.6
34 60 116 1564081.3
38 8 18 364264.3
94 26 47 577119.9
29 40 77 924803.3
99 64 106 1126988.0
5 46 63 578636.7
33 13 44 995307.3
9 35 60 665180.0
54 20 106 1904597.5
75 12 70 1599734.3
55 65 88 800957.2
83 79 101 683589.9
92 67 120 1248038.3
99 38 80 1211811.4
40 80 100 635559.1
10 2 16 412573.2
8 91 95 188580.2
96 55 75 674877.4
70 5 85 1964826.6
99 47 61 467209.9
52 10 86 1853995.6
74 59 113 1302490.6
3 102 120 697336.7
98 28 39 515476.6
63 62 110 1257480.7
83 75 87 497354.4
76 105 114 352930.8
22 2 10 328132.7
47 9 21 358678.8
6 48 77 802955.7
43 43 52 268400.1
36 24 97 1664880.3
57 25 92 1751504.0
66 17 84 1873290.0
32 39 61 694037.7
26 10 62 1488006.9
95 85 94 368984.2
14 26 46 599499.0
21 81 111 868518.2
29 14 31 505818.1
64 38 39 62515.5
42 1 50 1315317.5
38 101 111 330025.7
88 52 55 236984.7
11 5 46 1200914.9
35 84 112 953065.6
64 82 117 962861.8
25 53 101 1251810.0
81 83 110 661601.3
85 96 106 325622.5
71 22 29 286724.7
80 5 37 862361.8
19 25 57 882997.9
17 9 15 199861.5
37 14 51 1162212.9
2 45 78 859074.4
79 112 117 196969.8
89 57 73 463933.8
35 15 70 1398922.8
21 55 98 1249062.0
19 65 102 1054111.9
74 58 107 1150610.7
85 43 93 1394279.1
31 37 114 2027449.4
25 94 120 583033.9
66 78 95 550765.7
16 6 70 1436201.2
91 30 91 1783114.2
99 46 80 1005942.1
76 87 87 24830.7
70 64 77 356519.5
68 9 47 1046106.6
6 29 61 901657.8
57 63 94 852408.4
96 86 115 671185.1
37 24 25 122436.9
16 64 87 540082.2
36 60 68 262799.5
19 42 44 89992.0
2 1 110 2663104.9
21 47 99 1425432.0
82 6 13 336340.2
20 30 118 2162620.9
1 73 91 542305.9
58 86 120 890836.1
85 68 93 759361.7
89 9 36 646340.0
94 22 115 2401334.9
67 62 87 826186.2
42 44 50 325047.8
18 29 50 610941.5
10 82 108 853400.6
50 95 120 800322.9
57 48 118 1795314.2
75 20 99 1983518.4
87 19 86 1887510.8
89 11 103 2144278.0
96 22 49 748379.2
22 3 49 1303919.9
79 3 34 873064.7
66 86 102 495919.4
51 39 112 1766026.7
90 110 113 139185.6
62 24 120 2520300.6
29 7 118 2533413.7
1 54 95 1158902.0
98 92 104 422586.5
56 33 110 1966121.7
67 9 97 2302011.9
92 54 65 354536.8
60 17 114 2348541.6
42 68 73 193444.8
98 61 73 436079.7
92 2 78 1921369.0
13 40 65 675044.9
89 103 104 63093.1
79 48 85 1255196.3
29 47 112 1530384.8
61 71 81 417211.6
83 53 77 738435.9
47 31 87 1584368.1
96 47 119 1720343.1
58 92 94 90376.6
57 30 100 1758406.4
83 34 91 1501598.1
49 55 57 179117.4
47 59 84 715304.5
4 62 88 824095.7
46 86 102 535652.9
25 78 96 565123.4
3 36 103 1733756.5
15 29 98 1725386.0
38 53 84 834758.2
80 49 74 746761.8
79 63 111 1400966.4
88 37 70 864349.1
68 40 95 1493801.2
96 52 85 931511.4
31 46 101 1434404.7
30 68 99 990219.5
95 15 27 396384.8
68 83 111 795085.9
62 14 107 2415733.3
49 34 38 313663.0
14 12 19 285657.2
86 43 60 504216.4
5 19 31 374169.2
54 9 26 465811.3
30 36 76 1169636.3
68 70 94 649646.0
32 65 94 841211.1
9 15 74 1461408.1
56 93 93 30760.1
36 62 65 194897.8
39 4 7 169724.2
97 52 73 645324.3
88 1 50 1292980.9
10 69 105 958336.7
66 20 40 657478.8
42 13 88 1914941.0
20 67 68 63882.5
2 7 47 1092501.8
60 46 47 187025.2
29 16 69 1253395.4
79 48 58 404288.8
41 91 99 242298.2
9 90 102 486547.9
72 37 110 1907141.2
8 5 106 2698589.2
52 89 109 537703.2
33 50 62 263786.1
81 58 82 718394.3
89 73 83 281617.9
76 18 75 1426251.0
98 64 83 549855.3
97 102 119 563037.9
77 21 45 778381.3
4 12 81 1897538.9
21 5 67 1608677.8
26 20 95 1992419.8
27 34 98 1705346.6
44 73 76 178055.5
14 84 95 370437.1
73 3 118 2810476.5
35 11 62 1379664.5
35 18 41 650543.2
34 5 93 2217371.5
54 98 115 430806.5
71 20 83 1611588.8
86 53 116 1491482.5
89 6 46 984250.0
18 44 75 830947.2
6 8 75 1692470.0
45 8 77 1641947.8
35 28 82 1539365.7
75 9 25 631733.9
97 17 51 1002212.7
93 111 112 71750.4
96 6 49 1274457.6
74 27 42 482392.6
57 16 74 1545025.4
65 54 55 69668.9
68 39 106 1831184.3
81 34 52 476964.5
55 82 116 1103024.3
86 75 92 465117.8
68 2 9 212231.4
82 49 53 202396.8
27 53 118 1676762.0
30 24 71 1291843.1
61 43 55 389256.9
52 70 98 622746.0
16 43 97 1203111.8
67 13 95 2138039.3
89 39 46 211468.0
88 39 87 1160910.9
81 104 118 441411.1
39 18 46 815245.6
22 98 103 314158.6
5 17 113 2438280.3
11 13 80 1683898.1
7 42 81 1176408.0
82 81 99 517019.8
74 67 68 26274.4
26 4 76 1905188.3
95 95 99 125851.0
28 18 20 169694.6
46 7 30 608351.8
29 8 33 726455.3
71 57 105 1175725.5
29 4 12 265685.0
33 35 65 829384.8
27 75 111 948961.4
3 55 80 726725.1
86 14 85 1876333.3
63 3 17 526776.6
46 94 115 691033.8
50 41 88 1270898.0
2 10 40 773744.6
50 17 75 1389363.5
13 33 68 991374.0
54 26 26 25137.1
89 9 57 1169664.8
5 79 115 967946.3
78 8 27 585795.9
74 42 97 1380019.1
14 12 59 1358591.7
11 69 104 893301.8
38 28 92 1696703.6
46 75 75 103984.8
98 76 92 464527.8
85 80 101 664043.0
30 24 86 1741187.3
99 30 64 1067457.8
74 30 108 1906778.3
13 9 46 1098671.2
98 9 14 215017.7
75 45 52 324505.6
48 69 76 285495.8
37 66 70 142121.5
20 92 114 648483.5
68 96 117 717787.1
71 23 114 2245131.2
52 23 30 345084.1
28 14 31 669527.4
88 1 107 2648412.4
20 36 72 931639.2
57 49 93 1220085.8
63 82 100 569410.1
95 19 78 1561367.3
20 21 85 1547767.1
42 59 59 11155.7
10 61 75 477782.2
36 21 104 1870189.0
77 42 59 467678.9
5 41 90 1352853.2
76 10 117 2417677.8
85 57 93 1023391.3
31 31 98 1736601.7
61 76 96 680426.3
95 23 45 593188.9
41 4 34 875678.5
50 10 66 1382354.1
79 8 22 571450.0
44 47 92 1361775.2
40 79 97 637289.3
100 19 45 806093.8
79 13 80 1901713.6
95 28 42 375398.8
8 66 75 194567.5
7 36 104 1795870.3
5 69 88 561127.0
50 12 56 1128991.1
96 74 111 815829.1
59 72 98 824215.1
52 54 106 1230168.5
92 17 93 1895034.3
87 43 116 1914863.2
57 88 120 880696.1
92 10 88 1951404.5
68 17 19 99967.5
62 35 91 1422915.6
2 91 111 583444.6
56 86 101 497961.0
16 19 101 1725187.5
22 13 78 1783461.0
59 47 78 920089.7
90 13 113 2680180.6
50 61 113 1454427.1
12 112 114 109818.8
4 97 97 47536.5
21 73 91 510084.5
2 32 76 1153293.6
15 16 26 419187.9
28 26 37 374381.6
4 43 62 586712.5
73 108 113 235230.0
34 6 89 2111845.5
89 12 16 195503.8
48 7 90 2210603.9
72 16 77 1701118.3
10 2 92 2333062.2
100 53 110 1500850.9
85 29 80 1384532.9
59 64 85 709032.3
98 110 113 219705.5
28 33 64 842149.9
14 14 28 473545.6
98 4 81 2168544.4
2 19 30 368427.0
1 67 95 729377.6
3 24 24 58246.4
38 25 41 496394.4
66 21 78 1641681.1
37 91 107 532243.3
9 28 95 1720678.2
34 43 106 1659730.7
90 51 86 959470.2
19 4 68 1591467.1
67 55 105 1269359.0
89 68 80 441316.2
14 12 26 535282.2
64 34 106 1761527.9
77 67 111 1178607.2
32 3 106 2552541.7
78 40 62 673868.7
24 8 79 2076855.3
28 15 117 2548936.6
93 37 61 737146.8
92 38 84 1177217.1
42 47 91 1144746.5
66 20 70 1491673.0
2 24 37 395623.0
35 8 91 2159609.7
26 69 93 722179.7
96 21 113 2143645.2
16 54 90 908028.2
31 38 82 1095167.5
14 54 82 740439.5
91 52 55 169561.5
57 33 108 1908640.5
63 30 74 1170211.9
16 67 116 1226168.2
32 12 88 1927724.4
52 7 30 737377.7
61 52 87 972552.7
14 17 101 2101583.6
26 79 84 261852.4
83 15 76 1499203.9
43 65 80 549854.6
19 17 89 1783941.4
90 24 92 1829683.4
43 31 31 53270.1
21 80 80 102688.2
99 28 55 836294.4
29 35 69 787883.8
90 33 113 2147914.7
92 22 26 212058.2
85 2 30 760701.3
24 37 42 297419.5
93 61 110 1308285.7
77 39 46 366692.0
16 58 74 461261.1
50 31 41 270790.8
86 13 114 2490460.4
57 25 30 284127.7
69 1 99 2445235.6
41 80 117 1021298.2
38 81 88 251036.0
12 62 77 420960.0
7 14 38 699667.9
83 99 116 515919.8
14 3 24 681981.1
48 47 112 1657864.6
41 89 111 582698.0
3 6 65 1393345.5
50 30 36 197913.4
77 88 95 233045.8
82 75 78 151648.1
13 18 93 2057361.5
44 63 69 289285.3
11 8 114 2585534.4
25 74 99 728388.3
64 92 107 471055.8
82 4 86 2328395.7
36 74 91 412901.3
28 16 63 1268727.9
6 39 116 1995021.0
44 83 103 649920.3
84 57 69 420562.9
3 33 112 2080397.7
11 36 67 927296.5
44 87 111 761304.9
71 65 100 933067.7
70 14 89 1865099.8
35 63 91 816318.3
37 81 89 404117.1
92 26 80 1405739.5
19 11 32 529257.7
74 61 93 832585.6
73 3 58 1395989.1
33 15 50 1043418.7
31 76 107 960488.7
10 24 27 188781.5
85 10 50 1081427.5
22 22 24 231709.7
36 35 120 1933729.7
60 83 97 459257.2
41 62 119 1568290.5
19 81 99 584689.3
20 47 77 756010.0
59 9 13 134243.1
43 15 48 922473.8
81 57 95 982385.8
100 22 41 588877.5
65 1 90 2074939.0
12 58 93 947298.3
99 23 82 1706301.6
97 8 69 1595704.2
58 60 112 1148951.2
61 41 75 845265.8
91 50 71 690188.6
63 41 105 1648223.4
73 104 116 389908.1
72 29 38 339527.4
88 44 117 1818023.0
32 24 118 2432677.2
23 52 73 530631.8
41 31 59 770413.7
45 58 100 1133238.3
3 45 106 1569834.5
61 2 15 385502.6
29 26 31 225763.8
81 42 79 950388.2
53 69 107 1020847.1
6 74 80 253750.6
40 62 78 493991.2
15 60 90 867992.6
98 13 93 2220401.8
68 85 115 880576.6
36 28 113 1969055.7
96 14 89 1834855.7
9 65 87 688581.9
38 14 58 1182539.6
25 55 64 309618.6
18 13 61 1208454.5
53 30 94 1689327.1
8 62 65 139394.1
65 27 38 341254.1
17 2 2 81872.9
11 68 71 163121.8
27 20 112 2332836.1
2 38 78 1050672.5
65 2 73 1687332.9
73 53 70 583236.2
20 16 109 2289358.9
81 65 104 997056.9
70 23 32 336221.5
7 31 41 319837.3
14 63 103 940888.2
7 6 85 2112065.4
23 54 87 824376.3
15 40 53 433122.1
38 22 41 584038.1
32 33 62 914316.8
4 34 52 566837.0
60 17 41 627302.4
48 4 8 243567.8
49 106 107 60864.8
14 28 68 1158950.6
30 54 115 1707041.6
92 68 94 706815.5
56 2 77 1986434.5
49 70 112 1224461.0
69 10 45 880204.0
28 7 79 1931905.1
41 24 118 2440581.8
56 43 73 802118.6
36 44 84 936863.0
17 25 106 1991816.8
66 53 90 1119452.7
53 26 45 625570.8
43 57 75 581742.6
3 43 104 1588159.1
3 103 119 625135.0
65 25 37 409102.8
90 2 47 1242006.0
47 55 66 337564.7
79 50 65 596971.9
80 83 85 118881.2
95 42 117 1934338.9
14 10 120 2755311.1
75 11 24 506932.8
82 79 116 901733.9
51 115 119 177343.4
86 34 96 1554091.8
23 30 69 897834.3
97 18 60 1084558.9
17 106 117 316376.2
39 84 95 403818.7
47 38 66 898999.1
1 21 119 2505510.0
46 14 51 1021266.2
14 72 80 205043.1
77 14 44 957902.0
85 2 86 2157925.2
97 11 66 1390800.2
35 63 65 126806.3
11 44 66 659765.0
77 20 81 1537117.6
98 28 36 376227.9
38 90 117 778689.1
6 13 118 2654618.5
47 23 31 376929.1
16 41 112 1650132.7
40 5 113 2609434.9
35 37 42 284621.0
25 113 115 58398.9
1 47 116 1807005.3
85 76 110 984017.1
92 31 103 1724258.2
28 11 43 1024413.4
39 17 21 213761.8
47 100 115 345757.3
90 98 115 518511.8
27 30 37 232759.3
18 94 110 509727.4
41 85 97 379830.5
67 48 96 1209219.8
54 42 61 546993.1
1 25 32 259440.6
53 7 10 221363.8
80 2 107 2688897.4
16 2 55 1149434.0
68 54 117 1677003.1
56 32 95 1575442.0
82 53 70 502888.3
47 57 60 160335.9
36 62 78 448636.8
68 8 29 578714.9
67 8 20 392561.1
9 29 89 1533863.9
89 36 48 401054.7
50 16 93 1937782.4
82 62 97 1070961.3
53 53 93 1102356.6
41 111 114 170841.3
31 33 67 846172.3
99 46 78 961938.7
47 64 68 185041.4
6 14 55 1074315.6
27 19 63 1147405.0
80 64 112 1323039.6
98 18 53 1118390.5
12 38 106 1758523.8
20 7 77 1705256.4
82 106 114 226889.1
71 1 2 143175.8
93 31 119 2304679.5
34 33 93 1563890.6
26 30 36 230552.8
64 17 83 1541969.3
27 20 91 1868575.4
28 106 118 317951.0
84 96 99 154492.5
9 19 60 1072094.8
62 49 109 1602745.5
72 13 109 2536848.1
98 53 60 335643.4
62 4 4 34378.0
1 66 85 503088.1
76 15 77 1531620.8
3 51 87 952130.0
54 77 105 642040.2
20 74 105 832656.7
28 74 85 389848.5
42 55 56 91663.7
67 12 44 998451.1
70 113 115 142420.6
51 54 74 551142.2
21 67 76 314545.8
3 38 115 2096558.1
72 71 73 113303.6
6 79 100 789255.1
20 1 97 2337517.1
4 7 120 2929033.2
73 9 15 202760.0
31 4 74 1665299.9
53 14 45 936469.0
92 108 110 145252.5
27 3 107 2556190.5
87 19 115 2453907.4
29 28 37 353072.0
36 105 120 487503.7
76 25 75 1225483.2
33 60 119 1422817.6
27 6 83 1936343.1
57 23 70 1232364.5
98 13 110 2693549.5
91 36 106 2002892.9
21 33 60 806779.1
13 25 39 609709.2
43 10 43 1006404.0
19 62 63 29145.8
26 65 106 1134512.7
15 61 84 662239.3
81 17 38 526579.2
7 42 114 2011964.4
28 100 109 215632.3
74 106 112 306142.8
74 30 38 345378.8
16 4 30 697538.8
94 23 118 2429600.3
93 13 75 1791788.1
31 14 35 641526.5
73 86 108 638744.2
98 40 75 1092221.8
69 18 60 1060880.7
40 35 111 1892759.8
93 87 92 192752.9
72 53 86 973582.1
94 2 71 1906611.0
50 9 99 2263903.7
31 41 100 1562067.9
81 48 117 1691167.2
60 17 50 876109.9
98 14 29 462505.7
17 27 32 224984.9
36 6 96 2102334.1
36 28 52 743652.7
62 7 104 2490570.9
46 19 83 1618707.2
65 50 105 1383274.8
37 17 90 1991805.6
2 15 24 296619.7
6 34 76 1126313.4
98 15 109 2629731.5
61 38 77 993834.4
66 93 100 316634.4
14 84 86 64435.8
81 65 120 1354470.5
26 94 108 564540.0
63 47 105 1533232.4
22 4 18 425444.7
49 61 97 992217.0
27 84 98 429772.1
41 91 105 382318.5
46 10 66 1492824.3
6 25 47 625998.0
43 20 84 1685210.4
1 10 115 2632383.5
91 62 99 1180486.4
61 26 109 2165985.8
73 30 41 389999.8
87 16 87 1941199.9
66 8 94 2369033.8
26 39 103 1763205.0
24 74 76 134726.8
57 86 97 315893.5
51 52 62 357244.3
15 1 79 1964906.1
14 8 55 1303954.7
37 11 76 1779306.0
66 12 52 1177910.5
51 44 81 1015651.1
35 70 119 1548397.2
77 18 29 425647.0
39 45 116 1918292.4
97 45 86 1139088.7
39 73 97 757744.8
59 19 102 2165152.0
96 51 72 624049.4
28 18 35 622602.8
37 10 59 1414965.3
72 17 109 2432621.2
35 34 117 2392473.3
56 116 120 111849.0
78 14 48 887029.5
79 40 104 1906607.7
33 79 85 245086.8
94 67 98 843852.5
77 79 109 745767.2
60 34 102 1709825.7
